Code,Name,Description,Alternate Code,Label List,Enable Inventory,Unit Of Measure,Barcode,Manufacturer Code,Brand,Is Manual Order Approval Needed,Height,Width,Length,Weight,Is Archived,Internal Notes,External Notes,Tax Code,Cost Price,Sell Price Ex Tax,Sell Price Inc Tax,Minimum Stock Quantity,Override Sales GL Account Code,Override Purchase GL Account Code,Is Auto Archive When No Stock Enabled,Is Excluded From Order Consolidation,BoM Weight Calculated From Components,Photo Identifier
"PR1302","Men's Water People Organic Pocket T-Shirt Pufferfish Gold-X","Women's Iron Forge™ Double Knee Pants - Regular

Condition: New Brand

The durable foundation of our Workwear line, these heavy-duty, double-knee work pants are made from our innovative 12.9-oz Iron Forge Hemp™ canvas, which is 25% more abrasion resistant than conventional cotton duck canvas and needs no break-in. Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
Hardworking yet Easy-wearing and Breathable Fabric
Contoured Waist with Five Belt Loops and Cinch Strap at Back
Sturdy Zip Fly with Button Closure
Two Front Drop-in Pockets with Gussets for Clip-on Tools
Two Deep Drop-in Back Pockets
Double-fabric Knees
Wide Pant Legs
Country Of Origin
Made in Sri Lanka.

Material:
12.9-oz 55% industrial hemp/27% recycled polyester/18% organic cotton canvas
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL1016.jpg;SL1016_2.jpg;SL1016_3.jpg;SL1016_4.jpg
"PR1303","Men's Water People Organic Pocket T-Shirt Pufferfish Gold-XL","Women's Iron Forge™ Double Knee Pants - Regular

Condition: New Brand

The durable foundation of our Workwear line, these heavy-duty, double-knee work pants are made from our innovative 12.9-oz Iron Forge Hemp™ canvas, which is 25% more abrasion resistant than conventional cotton duck canvas and needs no break-in. Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
Hardworking yet Easy-wearing and Breathable Fabric
Contoured Waist with Five Belt Loops and Cinch Strap at Back
Sturdy Zip Fly with Button Closure
Two Front Drop-in Pockets with Gussets for Clip-on Tools
Two Deep Drop-in Back Pockets
Double-fabric Knees
Wide Pant Legs
Country Of Origin
Made in Sri Lanka.

Material:
12.9-oz 55% industrial hemp/27% recycled polyester/18% organic cotton canvas
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL1016.jpg;SL1016_2.jpg;SL1016_3.jpg;SL1016_4.jpg
"PR1304","Men's Water People Organic Pocket T-Shirt Gather Green-S","Women's Iron Forge™ Double Knee Pants - Regular

Condition: New Brand

The durable foundation of our Workwear line, these heavy-duty, double-knee work pants are made from our innovative 12.9-oz Iron Forge Hemp™ canvas, which is 25% more abrasion resistant than conventional cotton duck canvas and needs no break-in. Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
Hardworking yet Easy-wearing and Breathable Fabric
Contoured Waist with Five Belt Loops and Cinch Strap at Back
Sturdy Zip Fly with Button Closure
Two Front Drop-in Pockets with Gussets for Clip-on Tools
Two Deep Drop-in Back Pockets
Double-fabric Knees
Wide Pant Legs
Country Of Origin
Made in Sri Lanka.

Material:
12.9-oz 55% industrial hemp/27% recycled polyester/18% organic cotton canvas
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL1016_5.jpg;SL1016_6.jpg;SL1016_7.jpg;SL1016_8.jpg
"PR1305","Men's Water People Organic Pocket T-Shirt Gather Green-M","Women's Iron Forge™ Double Knee Pants - Regular

Condition: New Brand

The durable foundation of our Workwear line, these heavy-duty, double-knee work pants are made from our innovative 12.9-oz Iron Forge Hemp™ canvas, which is 25% more abrasion resistant than conventional cotton duck canvas and needs no break-in. Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
Hardworking yet Easy-wearing and Breathable Fabric
Contoured Waist with Five Belt Loops and Cinch Strap at Back
Sturdy Zip Fly with Button Closure
Two Front Drop-in Pockets with Gussets for Clip-on Tools
Two Deep Drop-in Back Pockets
Double-fabric Knees
Wide Pant Legs
Country Of Origin
Made in Sri Lanka.

Material:
12.9-oz 55% industrial hemp/27% recycled polyester/18% organic cotton canvas
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL1016_5.jpg;SL1016_6.jpg;SL1016_7.jpg;SL1016_8.jpg
"PR1306","Men's Water People Organic Pocket T-Shirt Gather Green-L","Women's Iron Forge™ Double Knee Pants - Regular

Condition: New Brand

The durable foundation of our Workwear line, these heavy-duty, double-knee work pants are made from our innovative 12.9-oz Iron Forge Hemp™ canvas, which is 25% more abrasion resistant than conventional cotton duck canvas and needs no break-in. Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
Hardworking yet Easy-wearing and Breathable Fabric
Contoured Waist with Five Belt Loops and Cinch Strap at Back
Sturdy Zip Fly with Button Closure
Two Front Drop-in Pockets with Gussets for Clip-on Tools
Two Deep Drop-in Back Pockets
Double-fabric Knees
Wide Pant Legs
Country Of Origin
Made in Sri Lanka.

Material:
12.9-oz 55% industrial hemp/27% recycled polyester/18% organic cotton canvas
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL1016_5.jpg;SL1016_6.jpg;SL1016_7.jpg;SL1016_8.jpg
"PR1307","Men's Water People Organic Pocket T-Shirt Gather Green-X","Women's Iron Forge™ Double Knee Pants - Regular

Condition: New Brand

The durable foundation of our Workwear line, these heavy-duty, double-knee work pants are made from our innovative 12.9-oz Iron Forge Hemp™ canvas, which is 25% more abrasion resistant than conventional cotton duck canvas and needs no break-in. Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
Hardworking yet Easy-wearing and Breathable Fabric
Contoured Waist with Five Belt Loops and Cinch Strap at Back
Sturdy Zip Fly with Button Closure
Two Front Drop-in Pockets with Gussets for Clip-on Tools
Two Deep Drop-in Back Pockets
Double-fabric Knees
Wide Pant Legs
Country Of Origin
Made in Sri Lanka.

Material:
12.9-oz 55% industrial hemp/27% recycled polyester/18% organic cotton canvas
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL1016_5.jpg;SL1016_6.jpg;SL1016_7.jpg;SL1016_8.jpg
"PR1308","Men's Water People Organic Pocket T-Shirt Gather Green-XL","Women's Iron Forge™ Double Knee Pants - Regular

Condition: New Brand

The durable foundation of our Workwear line, these heavy-duty, double-knee work pants are made from our innovative 12.9-oz Iron Forge Hemp™ canvas, which is 25% more abrasion resistant than conventional cotton duck canvas and needs no break-in. Inseam is 32""; also available in 30"" inseam. Made in a Fair Trade Certified™ factory.

Features:
Hardworking yet Easy-wearing and Breathable Fabric
Contoured Waist with Five Belt Loops and Cinch Strap at Back
Sturdy Zip Fly with Button Closure
Two Front Drop-in Pockets with Gussets for Clip-on Tools
Two Deep Drop-in Back Pockets
Double-fabric Knees
Wide Pant Legs
Country Of Origin
Made in Sri Lanka.

Material:
12.9-oz 55% industrial hemp/27% recycled polyester/18% organic cotton canvas
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Warm Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL1016_5.jpg;SL1016_6.jpg;SL1016_7.jpg;SL1016_8.jpg
"PR1309","Patagonia Men's P-6 Logo Responsibili-Tee®","Patagonia Men's P-6 Logo Responsibili-Tee®

Condition: New Brand

A classic graphic on a T-shirt made with recycled fabrics. By utilizing fabric scraps and recycled bottles, this tee reduces our reliance on virgin raw materials. Made in a Fair Trade Certified™ factory.

Features:
100% Recycled Fabric
Versatile Crewneck
Built for Comfort and Fit
Hem Details
This T-shirt has a straight hem and can be worn tucked or untucked
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Mexico.

Material:
5.5-oz 50% recycled cotton/50% postconsumer recycled polyester jersey
Fabric is certified as bluesign® approved
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Do Not Iron","SL1017",,Y,Each,,,"Patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1017.jpg;SL1017_2.jpg;SL1017_3.jpg
"PR1310","Men's P-6 Logo Responsibili-Tee® White-M","Men's P-6 Logo Responsibili-Tee®

Condition: New Brand

A classic graphic on a T-shirt made with recycled fabrics. By utilizing fabric scraps and recycled bottles, this tee reduces our reliance on virgin raw materials. Made in a Fair Trade Certified™ factory.

Features:
100% Recycled Fabric
Versatile Crewneck
Built for Comfort and Fit
Hem Details
This T-shirt has a straight hem and can be worn tucked or untucked
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Mexico.

Material:
5.5-oz 50% recycled cotton/50% postconsumer recycled polyester jersey
Fabric is certified as bluesign® approved
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Do Not Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL1017.jpg;SL1017_2.jpg;SL1017_3.jpg
"PR1311","Men's P-6 Logo Responsibili-Tee® White-L","Men's P-6 Logo Responsibili-Tee®

Condition: New Brand

A classic graphic on a T-shirt made with recycled fabrics. By utilizing fabric scraps and recycled bottles, this tee reduces our reliance on virgin raw materials. Made in a Fair Trade Certified™ factory.

Features:
100% Recycled Fabric
Versatile Crewneck
Built for Comfort and Fit
Hem Details
This T-shirt has a straight hem and can be worn tucked or untucked
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Mexico.

Material:
5.5-oz 50% recycled cotton/50% postconsumer recycled polyester jersey
Fabric is certified as bluesign® approved
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Do Not Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL1017.jpg;SL1017_2.jpg;SL1017_3.jpg
"PR1312","Men's P-6 Logo Responsibili-Tee® White-XL","Men's P-6 Logo Responsibili-Tee®

Condition: New Brand

A classic graphic on a T-shirt made with recycled fabrics. By utilizing fabric scraps and recycled bottles, this tee reduces our reliance on virgin raw materials. Made in a Fair Trade Certified™ factory.

Features:
100% Recycled Fabric
Versatile Crewneck
Built for Comfort and Fit
Hem Details
This T-shirt has a straight hem and can be worn tucked or untucked
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Mexico.

Material:
5.5-oz 50% recycled cotton/50% postconsumer recycled polyester jersey
Fabric is certified as bluesign® approved
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Do Not Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL1017.jpg;SL1017_2.jpg;SL1017_3.jpg
"PR1313","Men's P-6 Logo Responsibili-Tee® White-XXL","Men's P-6 Logo Responsibili-Tee®

Condition: New Brand

A classic graphic on a T-shirt made with recycled fabrics. By utilizing fabric scraps and recycled bottles, this tee reduces our reliance on virgin raw materials. Made in a Fair Trade Certified™ factory.

Features:
100% Recycled Fabric
Versatile Crewneck
Built for Comfort and Fit
Hem Details
This T-shirt has a straight hem and can be worn tucked or untucked
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Mexico.

Material:
5.5-oz 50% recycled cotton/50% postconsumer recycled polyester jersey
Fabric is certified as bluesign® approved
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Do Not Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL1017.jpg;SL1017_2.jpg;SL1017_3.jpg
"PR1314","Men's P-6 Logo Responsibili-Tee® Black-S","Men's P-6 Logo Responsibili-Tee®

Condition: New Brand

A classic graphic on a T-shirt made with recycled fabrics. By utilizing fabric scraps and recycled bottles, this tee reduces our reliance on virgin raw materials. Made in a Fair Trade Certified™ factory.

Features:
100% Recycled Fabric
Versatile Crewneck
Built for Comfort and Fit
Hem Details
This T-shirt has a straight hem and can be worn tucked or untucked
Supporting the People Who Made This Product
Made in a Fair Trade Certified™ factory, which means the people who made this product earned a premium for their labor
Country Of Origin
Made in Mexico.

Material:
5.5-oz 50% recycled cotton/50% postconsumer recycled polyester jersey
Fabric is certified as bluesign® approved
Made in a Fair Trade Certified™ factory
Care Instructions: Machine Wash Warm, Do Not Bleach, Tumble Dry Low, Do Not Iron",,,Y,Each,,,"patagonia",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.17,129.00,0.0000,,,N,N,,SL1017_4.jpg;SL1017_5.jpg;SL1017_6.jpg
